Feature,31860,31996,31997,31998,31999,32001,32004,32891,34169,34170,36586,36587,36588,36589,36590,36591,36592,36593
高度(mm),1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
防紫外线玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
长度(mm),4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866
长*宽*高(mm),4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464,4866*1832*1464
铝合金轮圈,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
远程启动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
远光灯,LED,卤素,卤素,卤素,卤素,LED,LED,卤素,LED,LED,卤素,卤素,LED,LED,LED,LED,LED,LED
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,LED,卤素,卤素,卤素,卤素,LED,LED,卤素,LED,LED,卤素,卤素,LED,LED,LED,LED,LED,LED
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
转向头灯,●,-,-,-,-,●,●,-,-,-,-,-,-,-,●,-,●,●
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
车道偏离预警系统,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,迈腾 2018款 380TSI DSG 尊贵型,迈腾 2018款 280TSI DSG 舒适型,迈腾 2018款 280TSI DSG 领先型,迈腾 2018款 330TSI DSG 舒适型,迈腾 2018款 330TSI DSG 领先型,迈腾 2018款 330TSI DSG 尊贵型,迈腾 2018款 380TSI DSG 旗舰型,迈腾 2018款 280TSI DSG 越享型,迈腾 2018款 改款 330TSI DSG 豪华型,迈腾 2018款 改款 380TSI DSG 豪华型,迈腾 2019款 280TSI DSG 舒适型,迈腾 2019款 280TSI DSG 领先型,迈腾 2019款 330TSI DSG 领先型,迈腾 2019款 330TSI DSG 豪华型,迈腾 2019款 330TSI DSG 尊贵型,迈腾 2019款 380TSI DSG 豪华型,迈腾 2019款 380TSI DSG 尊贵型,迈腾 2019款 380TSI DSG 旗舰型
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),533,533,533,533,533,533,483,533,533,533,533,533,533,533,533,533,533,483
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,●,●,-,-,-,-,-,-,-,●,-,●,●
自适应巡航,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,●,●,-,-,-,-,-,-,-,●,-,●,●
自动头灯,●,-,-,-,-,●,●,-,-,-,-,-,-,●,●,●,●,●
膝部气囊,●,-,-,-,-,●,●,-,●,●,-,-,-,●,●,●,●,●
腰部支撑调节,●,-,●,-,●,●,●,-,●,●,-,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,手动●,手动●,手动●,手动●,自动●,自动●,手动●,自动●,自动●,手动●,手动●,手动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,●,-,-,-,-,●,●,-,●,●,-,-,-,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,●,-,-,-,-,●,●,-,-,-,-,-,-,-,●,-,●,●
电动天窗,●,○,●,○,●,●,●,●,●,●,○,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,-,-,-,-,●,●,-,-,-,-,-,-,-,●,-,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,-,-,-,-,●,●,-,●,●,-,-,-,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),230,218,218,230,230,230,230,218,230,230,218,218,230,230,230,230,230,230
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),220,150,150,180,180,180,220,150,180,220,150,150,186,186,186,220,220,220
