Feature,1017162,1017163,1017164,1017165,1017166,1017167
高度(mm),2850,2850,2920,2920,3000,3000
驾驶辅助影像,,,,,,
驾驶模式切换,-,-,-,-,-,-
驻车制动类型,,,,,,
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,,,,,,
长度(mm),5970,5970,5970,5970,5970,5970
长*宽*高(mm),5970*2050*2850,5970*2050*2850,5970*2050*2920,5970*2050*2920,5970*2050*3000,5970*2050*3000
钥匙类型,-,-,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
轴距(mm),3513,3513,3513,3513,3513,3513
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车载冰箱,●,●,●,●,●,●
车身结构_y,-,-,-,-,-,-
车身结构_x,-,-,-,-,-,-
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,中兴1949房车 2024款 远征版 2.3T 基础款 4座,中兴1949房车 2024款 远征版 2.3T 基础款 6座,中兴1949房车 2024款 远征版 2.3T 尊享款 4座,中兴1949房车 2024款 远征版 2.3T 尊享款 6座,中兴1949房车 2024款 远征版 2.3T 至尊款 4座,中兴1949房车 2024款 远征版 2.3T 至尊款 6座
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,,,,,,
车内化妆镜,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
语音识别控制系统,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型_y,柴油,柴油,柴油,柴油,柴油,柴油
能源类型_x,柴油,柴油,柴油,柴油,柴油,柴油
胎压监测功能,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),19,19,19,19,19,19
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,0号,0号,0号,0号,0号,0号
满载最小离地间隙(mm),230,230,230,230,230,230
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
油箱容积(L),80,80,80,80,80,80
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),120,120,120,120,120,120
最大马力(Ps),163,163,163,163,163,163
最大满载质量(kg),3450,3450,3450,3450,3450,3450
最大扭矩转速(rpm),1500-2500,1500-2500,1500-2500,1500-2500,1500-2500,1500-2500
最大扭矩(N·m)_y,380,380,380,380,380,380
最大扭矩(N·m)_x,380,380,380,380,380,380
最大功率转速(rpm),3500,3500,3500,3500,3500,3500
最大功率(kW)_y,120,120,120,120,120,120
最大功率(kW)_x,120,120,120,120,120,120
最大净功率(kW),-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,-,-,-,-,-,-
整备质量(kg),3040,3040,3040,3040,3040,3040
接近角(°),28,28,28,28,28,28
排量(mL),2298,2298,2298,2298,2298,2298
挡位个数,8,8,8,8,8,8
扬声器数量,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,-,-,-,-,-,-
宽度(mm),2050,2050,2050,2050,2050,2050
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,-,-,-,-,-,-
外后视镜功能,,,,,,
备胎规格,,,,,,
四驱形式,,,,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,ZXDDi23-6A,ZXDDi23-6A,ZXDDi23-6A,ZXDDi23-6A,ZXDDi23-6A,ZXDDi23-6A
发动机,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4
厂商指导价(元),32.88万,32.88万,36.88万,36.88万,39.88万,39.88万
厂商,中兴汽车,中兴汽车,中兴汽车,中兴汽车,中兴汽车,中兴汽车
卫星导航系统,-,-,-,-,-,-
助力类型,,,,,,
副座椅调节方式,-,-,-,-,-,-
前轮距(mm),-,-,-,-,-,-
前轮胎规格,,,,,,
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
准拖挂车总质量(kg),2500,2500,2500,2500,2500,2500
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,-,-,-,-,-,-
上市时间,2023.10,2023.10,2023.10,2023.10,2023.10,2023.10
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,●,●,●,●,●,●
