Feature,60492,61573,61579,61580,66347,66358,66359
高度(mm),1572,1572,1572,1572,1572,1572,1572
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动电机数,双电机,单电机,单电机,双电机,双电机,双电机,单电机
驱动方式,,,,,,,
首任车主质保政策,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-
面部识别,●,●,●,●,●,●,●
隐藏电动门把手,●,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●,●
长度(mm),4450,4450,4450,4450,4450,4450,4450
长*宽*高(mm),4450*1836*1572,4450*1836*1572,4450*1836*1572,4450*1836*1572,4450*1836*1572,4450*1836*1572,4450*1836*1572
钥匙类型,,,,,,,
遥控泊车,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,●
远程启动功能,,,,,,,
远光灯光源,,,,,,,
近光灯光源,,,,,,,
辅助驾驶系统,,,,,,,
辅助驾驶等级,,,,,,,
轴距(mm),2750,2750,2750,2750,2750,2750,2750
轮圈材质,,,,,,,
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,,,,,,
车载冰箱,○,○,-,-,○,-,○
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门4座SUV,5门4座SUV,5门5座SUV,5门5座SUV,5门4座SUV,5门5座SUV,5门4座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车机智能芯片,,,,,,,
车型名称,极氪X 2023款 四驱YOU版 4座,极氪X 2023款 后驱YOU版 4座,极氪X 2023款 后驱ME版 5座,极氪X 2023款 四驱YOU版 5座,极氪X 2024款 四座四驱版,极氪X 2024款 五座四驱版,极氪X 2024款 四座后驱版
车前雾灯,-,-,-,-,-,-,-
车内香氛装置,●,●,●,●,●,●,●
车内生物监测系统,●,●,●,●,●,●,●
车内环境氛围灯,,,,,,,
车内摄像头数量,,,,,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,
语音连续识别,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,
语音助手唤醒词,-,-,-,-,,,
语音分区域唤醒识别,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●
自动开合车门,○,○,○,○,○,○,○
自动头灯,●,●,●,●,●,●,●
